building_id,research_record_id,canonical_name,year_started,year_completed,completion_precision,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,fire_fate_1871,notes,confidence,needs_review
CHI-CHI1850-043,CHI1850-043,St. James Episcopal Church (1857),1857,1857,exact,1871,exact,Great Chicago Fire,destroyed,Southeast corner Cass and Huron Streets,,,,religious,church,not identified,St. James Episcopal parish,stone,,"destroyed in Great Chicago Fire, 1871","Completed and opened December 1857; reported cost $60,000 excluding land and tower. Cass Street later became Wabash Avenue in this area; confirm address crosswalk.",high,true
CHI-CHI1850-054,CHI1850-054,Clark Street bridge (1858 replacement),1858,1858,exact,,unknown,unknown,demolished,Clark Street crossing of the Chicago River,,,,infrastructure,drawbridge,not identified,City of Chicago,unknown,,not established,Constructed in 1858 to replace the troubled 1854 pivot bridge. Further structural and removal chronology needs bridge-specific research.,medium,true
CHI-CHI1850-053,CHI1850-053,Clifton House,1858,1858,first documented hotel use,1871,exact,Great Chicago Fire,destroyed,Southeast corner Wabash Avenue and Madison Street,,,,hotel,hotel,Mr. Knights (builder),Mr. Knights,unknown,,"destroyed in Great Chicago Fire, 1871","First kept as a hotel in 1858 by Joshua Barrell; construction may slightly predate hotel use, so 1858 is not asserted as an exact build date. Enlarged after 1861.",medium,true
CHI-CHI1850-055,CHI1850-055,Couch family mausoleum,1858,1858,exact,,,none,extant,Chicago City Cemetery,"Lincoln Park, south of N. LaSalle Drive on axis with N. Stockton Drive",,,funerary,mausoleum,John M. Van Osdel and Frederick Baumann,Ira Couch family,stone,1,survived; within later North Side fire area but mausoleum remained,Official Park District record identifies installation in 1858 and a roughly fifty-ton structure. It is the principal above-ground remnant of the former City Cemetery; restored in 1999.,high,false
CHI-CHI1850-052,CHI1850-052,Newberry School,1858,1858,exact,,,unknown,demolished,Corner Orchard and Willow Streets,,,,educational,public_school,not identified,City of Chicago,unknown,,survived at edge of Great Fire; used as hospital and relief depot,Erected 1858 and opened January 1859. Andreas says it stood on the northwest border of the fire limits and sheltered fire victims; it therefore survived the conflagration. Later demolition date not established here.,high,true
CHI-CHI1850-051,CHI1850-051,Wabash Avenue Methodist Episcopal Church,1857,1858,exact,,unknown,unknown,demolished,Northwest corner Wabash Avenue and Harrison Street,,,,religious,church,not identified,Wabash Avenue Methodist Episcopal Church,unknown,,not established,"Cornerstone laid July 13, 1857; completed and dedicated July 15, 1858. Successor to the State Street Methodist congregation; $32,555 was initially subscribed for construction.",high,true
CHI-CHI1850-056,CHI1850-056,Old University of Chicago south wing,1857,1859,exact,1890,year,university closure and redevelopment,demolished,West side Cottage Grove Avenue just north of 35th Street,,,,educational,university classrooms,not established,Old University of Chicago,unknown,,survived; south of Great Chicago Fire burn area,"Cornerstone of the university building laid July 4, 1857; the south wing was completed for classes in 1859. Critical correction: the main Douglas Hall and observatory were not complete until 1864, so this record covers only the first wing.",high,false
CHI-CHI1850-057,CHI1850-057,Orient House,,1859,first directory appearance,,unknown,unknown,demolished,281-285 State Street,,,,hotel,hotel,not identified,not established,unknown,,not established,"First appears as a hotel in the 1859 city directory, operated by L. L. Atwood. This does not prove the building itself was newly constructed in 1859; retain as an occupancy record pending permit/deed research.",medium,true
CHI-CHI1850-058,CHI1850-058,Wright's Hotel,,1859,opening year,,unknown,unknown,demolished,22-24 North Wells Street,,,,hotel,hotel,not identified,William H. Wright,unknown,,not established,"Opened in 1859. The source does not establish a construction year; treat 1859 as hotel opening/first-use evidence, not exact building completion.",medium,true
CHI-B1860-002,B1860_002,Bryan Hall,1860,1860,exact,1871,exact,Great Chicago Fire,destroyed,Clark Street between Washington and Randolph Streets,Clark Street between Washington and Randolph Streets,,,assembly hall/theater,"concerts, drama, fairs, meetings",,Thomas Barbour Bryan,masonry commercial shell with auditorium; material not fully stated,,destroyed,"Auditorium 65 by 80 feet with 1,100 seats; dedicated September 17, 1860; converted to Hooley's Opera House in 1870-71.",high,false
CHI-B1860-003,B1860_003,Church of the Holy Family,1857,1860,exact,,,,extant/altered,"Eleventh, May, and Twelfth Streets",1080 W. Roosevelt Road,,,church,Roman Catholic worship,,"Holy Family parish; Rev. Arnold Damen, S.J.",Gothic masonry,,survived,Completed and consecrated in 1860; outside the 1871 burn district. Later alterations require event-level modeling.,high,false
CHI-B1860-004,B1860_004,Orrington Lunt & Brother grain elevator,,1860,active_by,1871,exact,Great Chicago Fire,destroyed,Exact site not stated in cited passage,,,,grain elevator,grain storage and transfer,,Orrington and Stephen P. Lunt,heavy timber elevator,,destroyed,"The firm established an elevator in 1860; Andreas explicitly says it was destroyed October 9, 1871. Exact parcel and construction month remain unresolved.",high,true
CHI-B1860-001,B1860_001,Republican Wigwam,1860,1860,exact,1869,range,Removed between 1867 and October 1871,demolished,Lake Street near Market Street,Lake Street near Wacker Drive,,,convention hall,1860 Republican National Convention and public meetings,,Chicago Republican organizers,wood,,not exposed,Built in little more than a month; later subdivided as stores. Demolition year is represented by midpoint only; source gives 1867-71 range.,high,true
CHI-B1860-007,B1860_007,Camp Douglas YMCA chapel,1861,1861,seasonal_exact,1865,circa,Camp dismantling after Civil War,demolished,Camp Douglas,Near 31st Street and Cottage Grove Avenue,,,military chapel,religious services for soldiers and prisoners,,Chicago YMCA,wood/frame,1,not exposed,"Built October 1861 for $2,300; Andreas calls it the first camp chapel ever erected. Removal is inferred from postwar camp dismantling and needs confirmation.",medium,true
CHI-B1860-005,B1860_005,Church of the Redeemer,,1861,exact,,unknown,,unknown,Washington and Sangamon Streets,Washington Boulevard and Sangamon Street,,,church,Universalist worship,,Second Universalist congregation,material not stated,,unknown,"Dedicated January 23, 1861. Later disposition is not stated in the cited passage.",high,true
CHI-B1860-006,B1860_006,North Star Mission chapel,1861,1861,exact,1871,exact,Great Chicago Fire,destroyed,Division and Sedgwick Streets,Division and Sedgwick Streets,,,chapel/school,Baptist mission and school,,First Baptist Church / North Star Mission,frame or masonry not stated,,destroyed,"Dedicated December 29, 1861; remodeled and enlarged in 1867; source explicitly reports destruction in the Great Fire.",high,false
CHI-B1860-009,B1860_009,Haven School,1862,1862,exact,,unknown,,demolished/replaced,Wabash Avenue south of Twelfth Street,Wabash Avenue south of Roosevelt Road,,,school,public school,,Chicago Board of Education,masonry; steam heated,3 plus basement and attic,survived,"Dedicated September 20, 1862. It remained in school use after 1871, supporting survival, but final demolition date is unresolved.",high,true
CHI-B1860-010,B1860_010,Kinzie School branch,1862,1862,exact,1871,exact,Great Chicago Fire,destroyed,Kinzie School lot at LaSalle Avenue and Ohio Street,LaSalle Drive and Ohio Street,,,school,public-school branch,,Chicago Board of Education,material not stated,,destroyed,Authorized in May and completed in 1862; Andreas states both main and branch were destroyed in 1871.,high,false
CHI-B1860-011,B1860_011,Scammon School branch,1861,1862,exact,,unknown,,unknown,Scammon School lot on Madison Street east of Halsted,Madison Street east of Halsted Street,,,school,public-school branch,,Chicago Board of Education,frame; four rooms,1,unknown,"Ordered October 1861 and completed in 1862 for about $2,800. Later fate not supplied.",high,true
CHI-B1860-014,B1860_014,First Unitarian Church,1863,1863,exact,,unknown,,demolished/replaced,Wabash Avenue north of Hubbard Court,"Wabash Avenue north of 9th Street, historical Hubbard Court alignment requires review",,,church,Unitarian worship,,First Unitarian Society,masonry,,survived,"Services began November 22, 1863; Andreas explicitly says the building survived on the edge of the burn district after nearby buildings were blown up.",high,true
CHI-B1860-013,B1860_013,Indiana Avenue Baptist Church,1863,1863,exact,,unknown,,unknown,Indiana Avenue near Ridgely Place,"Indiana Avenue near 31st Street, approximate",,,church,Baptist worship,,First Baptist mission congregation,brick,,unknown,"Dedicated April 12, 1863; cost nearly $8,000. Exact parcel and later fate require follow-up.",high,true
CHI-B1860-015,B1860_015,Noble-Seymour-Crippen House 1863 addition,1863,1863,exact,,,,extant,Norwood Park,5624 N. Newark Avenue,,,house addition,residence,Unknown,Thomas Seymour association; exact 1863 owner to verify,frame; Italianate addition to 1833 core,2,survived,Official landmark record dates the major addition to 1863. Modeled separately from the 1833 core because it is a material construction event.,high,true
CHI-B1860-008,B1860_008,Camp Douglas barracks and prison complex,1861,1864,phased,1865,range,Federal camp closed and structures removed/sold,demolished,South of Chicago near Cottage Grove Avenue,Approximately 31st to 33rd Streets around Cottage Grove Avenue,,,military complex,training camp and Confederate prisoner-of-war camp,U.S. Army quartermasters and contractors,United States government,"predominantly wood/frame barracks, hospitals, fences, and service buildings",1-2,not exposed,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.,medium,true
CHI-B1860-019,B1860_019,Holy Family boys' school,1864,1864,exact,,unknown,,unknown,A few blocks east of Holy Family Church,Near Roosevelt Road east of May Street,,,school,Catholic boys' education,,"Rev. Arnold Damen, S.J.; Holy Family parish",material not stated; described as very large,,unknown,"Built in 1864. Exact address, architect, and final disposition need parish-archive research.",high,true
CHI-B1860-016,B1860_016,Rosehill Cemetery Entrance,1864,1864,exact,,,,extant,Rosehill Cemetery entrance,5800 N. Ravenswood Avenue,,,gatehouse,cemetery entrance and offices,William W. Boyington,Rosehill Cemetery,castellated Gothic masonry,,survived,"Official city record confirms date, architect, address, and survival; outside the 1871 burn district.",high,false
CHI-B1860-017,B1860_017,Soldiers' Rest,1863,1864,exact,1865,circa,War ended and temporary facility ceased operation,demolished,Lake shore near Dearborn Park,Lakefront near present Grant Park,,,military relief building,meals and temporary lodging for soldiers,Post quartermaster,United States Army; managed by Chicago Soldiers' Home women,wood/frame; 200 by 50 feet,1,not exposed,"Opened January 22, 1864; contained dining room, three bunk rooms, and kitchen. Approximate removal after war needs confirmation.",high,true
CHI-B1860-021,B1860_021,Trinity Methodist Episcopal Church,1863,1864,exact,,unknown,,demolished/replaced,Indiana Avenue and Twenty-first Street,Indiana Avenue and 21st Street,,,church,Methodist worship,,Trinity Methodist Episcopal Society,material not stated,,survived,"Dedicated April 10, 1864; property sold in 1870 for replacement construction. Thus the building survived the Great Fire but its later fate is unresolved.",high,true
CHI-B1860-022,B1860_022,Chamber of Commerce Building,1864,1865,exact,1871,exact,Great Chicago Fire,destroyed,Southeast corner Washington and LaSalle Streets,Washington and LaSalle Streets,,,exchange/office building,Board of Trade exchange and offices,,Chamber of Commerce Association,Athens marble on three fronts; brick south wall,,destroyed,"Cornerstone September 11, 1864; completed August 28, 1865; 93 by 180 feet; explicitly destroyed in 1871.",high,false
CHI-B1860-024,B1860_024,Crosby's Opera House,1863,1865,seasonal_exact,1871,exact,Great Chicago Fire,destroyed,North side Washington Street between State and Dearborn Streets,Washington Street between State and Dearborn Streets,,,opera house/arts complex,"opera, theater, gallery, concerts, lectures, offices",William W. Boyington; assistant John W. Roberts; multiple named contractors,Uranus H. Crosby,masonry; elaborate theater and commercial block,,destroyed,"Completed spring 1865 for reported $600,000; first performance April 20 after Lincoln-assassination postponement; destroyed in 1871.",high,false
CHI-B1860-029,B1860_029,Illinois River Elevator,1865,1865,exact,,unknown,,unknown,Exact site not stated in cited passage,,,,grain elevator,grain storage and transfer,,Finley & Ballard,heavy timber elevator,,unknown,"Built and opened in 1865; ownership changed in 1867-68. Address, capacity, and fire fate require directory/insurance-map research.",high,true
CHI-B1860-026,B1860_026,Park Avenue Methodist Episcopal Church,1864,1865,exact,,unknown,,demolished/replaced,Southeast corner Robey Street and Park Avenue,Damen Avenue and Park Avenue,,,church,Methodist worship,,Church Extension Society; Park Avenue congregation,material not stated,,survived,"Dedicated in 1865 for $10,000; used by the Relief Society immediately after the Great Fire, directly demonstrating survival.",high,true
CHI-B1860-012,B1860_012,St. Joseph's Catholic Church,1862,1865,exact,1871,exact,Great Chicago Fire,destroyed,Northeast corner Chicago Avenue and Cass Street,Chicago Avenue and Wabash Avenue,,,church,Roman Catholic worship,,St. Joseph parish; Benedictine Fathers,masonry,,destroyed,"Used for worship late in 1862 and dedicated March 19, 1865; source explicitly reports fire destruction.",high,false
CHI-B1860-023,B1860_023,Union Stock Yard original complex,1864,1865,exact,1971,exact,Facility closed; most structures later demolished,closed/redeveloped,"Exchange Avenue and Halsted Street, then outside city limits",Exchange Avenue and Halsted Street,,,industrial/market complex,central livestock market and rail transfer,,Union Stock Yard and Transit Company; subscribing railroads,"pens, rail infrastructure, exchange/service buildings",,survived,"Opened Christmas Day 1865. This grouped complex needs later decomposition into pens, exchange, hotel, rail structures, and utilities; original 1865 gate is not the surviving 1875 gate.",high,true
CHI-B1860-030,B1860_030,Barnes House,1866,1866,exact,,unknown,,extant in 1885; later fate unknown,Corner Randolph and Canal Streets,Randolph Street and Canal Street,,,hotel,lodging,,Royal B. Barnes; H. H. Yates; Daniel Booth,masonry; material not specified,,survived,"Built in 1866 and described by Andreas as operating in the mid-1880s, directly proving 1871 survival.",high,false
CHI-B1860-018,B1860_018,Chicago Soldiers' Home,1864,1866,phased,,,,extant/altered,Douglas Place at Thirty-fifth Street and Lake Avenue,739 E. 35th Street,,,institutional residence/hospital,convalescent and disabled Union soldiers,William W. Boyington,Chicago Soldiers' Home organization,brick; Italianate; wing plus four-story main block,4,survived,"First plain brick wing opened May 13, 1864; main 65-by-65-foot building erected 1865-66 and opened May 10, 1866. Later additions surround original fabric.",high,false
CHI-B1860-032,B1860_032,Cottage Grove School,1866,1866,seasonal_exact,,unknown,,demolished/replaced,Douglas Avenue near Cottage Grove Avenue,Near 35th Street and Cottage Grove Avenue,,,school,public school,,Chicago Board of Education,wood,,survived,"Erected fall 1866 and first occupied January 2, 1867; principal remained until 1877, supporting survival of the fire.",high,true
CHI-B1860-031,B1860_031,Wells School,1865,1866,exact,,unknown,,demolished/replaced,Reuben Street at Cornelia Street,Ashland Avenue at Cornelia Avenue,,,school,public school,,Chicago Board of Education,brick,4 plus basement,survived,"Dedicated September 14, 1866; cost $37,000. Continued institutional history supports survival, but final demolition date is unresolved.",high,true
CHI-B1860-060,B1860_060,Chicago waterworks pump well and 1867 engine foundations,1866,1867,exact,,unknown,,extant as subsurface/altered infrastructure,Chicago Avenue waterworks grounds,821 N. Michigan Avenue,,,water infrastructure,pump well and engine foundation for tunnel system,Ellis S. Chesbrough; DeWitt C. Cregier; George W. Quintard engine,City of Chicago,masonry well and stone machinery foundations,subsurface,survived,Pump well completed March 1867; foundation completed November 1866 and 18-million-gallon engine entered service July 1867. Separate infrastructure component from the enclosing Pumping Station.,high,true
CHI-B1860-035,B1860_035,Dore School,1867,1867,exact,,unknown,,demolished/replaced,Harrison Street near Halsted Street,Harrison Street near Halsted Street,,,school,public school,,Chicago Board of Education,brick,4,survived,"Completed December 1867 and dedicated January 4, 1868. West-side location and postfire operation support survival.",high,true
CHI-B1860-025,B1860_025,Eighth Presbyterian Church,1864,1867,phased,,unknown,,unknown,Northwest corner Washington and Robey Streets,Washington Boulevard and Damen Avenue,,,church,Presbyterian worship,,Eighth Presbyterian congregation,chapel then larger steepled church; material not stated,,survived,"First chapel dedicated February 9, 1865 and removed; replacement basement occupied December 1866 and main room June 1867. West-side location supports survival, but later fate needs confirmation.",high,true
CHI-B1860-034,B1860_034,First Farwell Hall,1866,1867,exact,1868,exact,Fire on January 7,destroyed,Madison Street between Clark and LaSalle Streets,Madison Street between Clark and LaSalle Streets,,,assembly/commercial building,"YMCA hall, library, offices, stores, relief and employment services",,Chicago YMCA; land donated by John V. Farwell,masonry commercial building; material not fully stated,,not exposed,"Dedicated September 29, 1867; 2,500-seat hall; destroyed after just over three months.",high,false
CHI-B1860-038,B1860_038,National Elevator,1867,1867,exact,1871,exact,Great Chicago Fire,destroyed,Exact site not stated in cited passage,,,,grain elevator,grain storage and transfer,,"Vincent, Nelson & Co.",heavy timber elevator,,destroyed,"Built in 1867 with 250,000-bushel capacity and burned October 9, 1871; rebuilt 1871-72 as a distinct successor.",high,true
CHI-B1860-027,B1860_027,New England Congregational Church,1865,1867,exact,1871,exact,Great Chicago Fire,destroyed,White and Dearborn Streets,9th Street vicinity and Dearborn Street; exact historic White Street crosswalk needed,,,church,Congregational worship,,New England Congregational Church,rough Athens marble; Gothic cruciform,,destroyed,"Cornerstone August 10, 1865; dedicated February 7, 1867; explicitly destroyed in the Great Fire.",high,true
CHI-B1860-037,B1860_037,Pearson Street Primary School,,1867,active_by,1871,exact,Great Chicago Fire,destroyed,Pearson and Market Streets,Pearson Street near today's Orleans/Wells corridor; exact Market alignment needs review,,,school,public primary school,,Chicago Board of Education,material not stated,,destroyed,"Opened January 2, 1867; explicitly destroyed in the Great Fire with property valued above $16,000.",high,true
CHI-B1860-028,B1860_028,Plymouth Congregational Church,1865,1867,exact,,unknown,,unknown,Wabash Avenue and Eldridge Court,"Wabash Avenue near 9th Street, approximate",,,church,Congregational worship,,Plymouth Congregational Church,stone,,unknown,"Lecture rooms dedicated April 15, 1866; main auditorium completed October 1 and dedicated October 13, 1867; cost $100,000 and seated 1,500. Fire fate not stated in cited passage.",high,true
CHI-B1860-033,B1860_033,Two-mile lake tunnel and intake crib,1864,1867,exact,,unknown,,altered/superseded,From Chicago Avenue waterworks two miles into Lake Michigan,Lake Michigan offshore from Chicago Avenue,,,water infrastructure,fresh-water intake,Ellis S. Chesbrough; contractors Dull & Gowan,City of Chicago,brick-lined tunnel and masonry/timber offshore crib,,survived,"Tunnel inaugurated March 25, 1867 and connected to pumps July 20. Grouped linear/offshore infrastructure record should later split tunnel, crib, shafts, and connections.",high,true
CHI-B1860-036,B1860_036,Walsh Street Primary School,1867,1867,exact,,unknown,,demolished/replaced,Twentieth Street and Johnson Street,20th Street and Peoria Street vicinity; street-name crosswalk needs review,,,school,public primary school,,Chicago Board of Education,wood,2,survived,"Opened May 6, 1867; same plan as Cottage Grove. Source follows the school beyond 1871, supporting survival.",high,true
CHI-B1860-044,B1860_044,Carpenter School,1868,1868,exact,,unknown,,demolished/replaced,Centre Avenue and Second Street,Racine Avenue vicinity; historical Second Street crosswalk required,,,school,public school,,Chicago Board of Education,material not stated,4,survived,"Built in 1868 for over $75,000. Postfire continuation supports survival; final fate unresolved.",high,true
CHI-B1860-040,B1860_040,Chicago Avenue waterworks machine shop,1867,1868,exact,1871,exact,Great Chicago Fire; almost total loss,destroyed/reconstructed,"Waterworks grounds bounded by Chicago Avenue, Pine, Pearson, and lake",Chicago Avenue and Michigan Avenue,,,industrial workshop,manufacture of hydrants and valves; system repair,,City of Chicago,brick,2,destroyed,Construction began fall 1867 and completed February 1868; almost total loss in fire and rebuilt on old foundation.,high,false
CHI-B1860-041,B1860_041,Elm Street Primary School,1868,1868,exact,1871,exact,Great Chicago Fire,destroyed,Rush and Elm Streets,Rush and Elm Streets,,,school,public primary school,,Chicago Board of Education,wood,2,destroyed,"Opened September 5, 1868; cost nearly $20,000; explicitly destroyed in 1871.",high,false
CHI-B1860-020,B1860_020,Grace Methodist Episcopal Church complex,1863,1868,phased,1871,exact,Great Chicago Fire,destroyed,Northwest corner LaSalle Street and Chicago Avenue,LaSalle Drive and Chicago Avenue,,,church complex,Methodist worship,,Grace Methodist Episcopal Society,rock-faced stone; English Gothic main church,,destroyed,"Chapel dedicated July 3, 1864; main foundations laid 1866, superstructure 1867, completion/dedication 1868; destroyed October 9, 1871.",high,false
CHI-B1860-043,B1860_043,Hayes School,1868,1868,exact,,unknown,,demolished/replaced,Leavitt Street between Walnut and Fulton Streets,Leavitt Street between Walnut and Fulton Streets,,,school,public school,,Chicago Board of Education,brick,4,survived,"Built for over $70,000 and dedicated September 25, 1868; west-side location and continued operation support survival.",high,true
CHI-B1860-042,B1860_042,Holden School,1868,1868,exact,,unknown,,demolished/replaced,Deering Street and Thirty-first Street,31st Street; historical Deering crosswalk required,,,school,public school,,Chicago Board of Education,brick,4,survived,"Dedicated May 2, 1868; cost over $70,000. Location south of fire and continued principalship support survival.",high,true
CHI-B1860-039,B1860_039,Jews' Hospital,1867,1868,exact,1871,exact,Great Chicago Fire,destroyed,537 North LaSalle Street between Schiller and Goethe Streets,LaSalle Drive between Schiller and Goethe Streets,,,hospital,general charitable hospital,,United Hebrew Relief Association,red brick; 80 by 40 feet,2.5,destroyed,"Cornerstone September 2, 1867; completed 1868 for about $30,000; destroyed around 11 a.m. October 9, 1871.",high,false
CHI-B1860-045,B1860_045,Wentworth Avenue Primary School,1868,1868,exact,,unknown,,demolished/replaced,"Wentworth Avenue, exact cross street not stated",Wentworth Avenue,,,school,public primary school,,Chicago Board of Education,material not stated,2,survived,"Opened September 5, 1868; cost nearly $20,000. Exact parcel and final disposition need review.",high,true
CHI-B1860-050,B1860_050,Abraham Groesbeck House,1869,1869,exact,,,,extant,Washington Boulevard,1304 W. Washington Boulevard,,,house/office,physician residence and office,Otis L. Wheelock,Abraham Groesbeck,Italianate masonry,2,survived,"Official landmark record confirms date, architect, use, address, and survival.",high,false
CHI-B1860-052,B1860_052,Carpenter Chapel,1869,1869,exact,,,,extant as church-complex component,Union Park at Ashland Avenue,60 N. Ashland Avenue,,,chapel,seminary and Congregational worship,Otis L. Wheelock,Chicago Theological Seminary,masonry,,survived,Official city record identifies the adjacent chapel as an 1869 Wheelock design; survives within First Baptist Congregational complex.,high,false
CHI-B1860-047,B1860_047,Chicago Avenue Pumping Station,1866,1869,exact,,,,extant/altered,"Chicago Avenue, Pine Street, Pearson Street, and lake",821 N. Michigan Avenue,,,pumping station,municipal water pumping,William W. Boyington; engineering by Ellis S. Chesbrough and DeWitt C. Cregier,City of Chicago,castellated Gothic rock-faced ashlar with brick and iron,,survived,"Pump foundations begun 1866; building completed early 1869. Fire damaged roof/works and disabled machinery, but masonry building survived and was repaired.",high,false
CHI-B1860-051,B1860_051,Chicago Tribune Building of 1869,1869,1869,exact,1871,exact,Great Chicago Fire,destroyed,Dearborn Street business district,"Dearborn Street, exact frontage requires directory check",,,newspaper office/printing plant,newspaper production and offices,Edward Burling association,Chicago Tribune,"stone with iron front frames, roof, and shutters",4,destroyed,"Erected for $225,000 and considered fireproof; destroyed in the fire, illustrating failure of ante-fire fireproofing assumptions.",high,true
CHI-B1860-046,B1860_046,Chicago Water Tower,1867,1869,exact,,,,extant,Pine Street waterworks grounds,806 N. Michigan Avenue,,,water tower,standpipe enclosure and pressure regulation,William W. Boyington,City of Chicago,"castellated Gothic limestone, brick, and iron",,survived,"Cornerstone March 25, 1867; completed early 1869. Official landmark record confirms survival within the burn district.",high,false
CHI-B1860-054,B1860_054,Mercy Hospital central building and south wing,1869,1869,exact,,unknown,,demolished/replaced,Northwest corner Calumet Avenue and Twenty-sixth Street,Calumet Avenue and 26th Street,,,hospital,general hospital,,Sisters of Mercy,masonry,,survived,Central block and south wing erected in 1869 and accommodated a 300-patient complex. South-side location supports survival; final removal/replacement needs research.,high,true
CHI-B1860-048,B1860_048,New Franklin School,1868,1869,exact,1871,exact,Great Chicago Fire,destroyed,Division and Sedgwick Streets,Division and Sedgwick Streets,,,school,public school and branch high-school classes,,Chicago Board of Education,brick,4,destroyed,"Occupied January 4 and dedicated January 8, 1869; explicitly destroyed with its branch in the Great Fire.",high,false
CHI-B1860-049,B1860_049,Second Farwell Hall,1868,1869,exact,1871,exact,Great Chicago Fire,destroyed,Madison Street between Clark and LaSalle Streets,Madison Street between Clark and LaSalle Streets,,,assembly/commercial building,YMCA hall and social-service center,,Chicago YMCA,masonry; rebuilt on first hall site,,destroyed,"Dedicated January 19, 1869 and swept away in the Great Fire.",high,false
CHI-B1860-057,B1860_057,South Congregational Church,1869,1869,exact,,unknown,,demolished/replaced,Indiana Avenue and Twenty-sixth Street,Indiana Avenue and 26th Street,,,church,Congregational worship,,South Congregational Church,material not stated,,survived,"First used August 29 and dedicated September 12, 1869; location south of burn district supports survival, but later fate remains unresolved.",high,true
CHI-B1860-053,B1860_053,St. Ignatius College main building,1869,1869,exact,,,,extant/altered,Twelfth Street near May Street,1076 W. Roosevelt Road,,,college building,Jesuit college and secondary education,Toussaint Menard; John P. Huber,"St. Ignatius College / Rev. Arnold Damen, S.J.",Second Empire masonry,,survived,Built in 1869 and opened in 1870; 1874 west addition is a separate later event.,high,false
CHI-B1860-056,B1860_056,St. John's Catholic School,1869,1869,exact,1871,exact,Great Chicago Fire,destroyed,Clark Street immediately north of St. John's Church at Old Street,Clark Street near today's Hill Street; historic Old Street crosswalk needs review,,,school,Catholic parochial education,,St. John's parish,brick,4,destroyed,"Built for $75,000 including land and capacity 1,500; Andreas states the parish property was destroyed in 1871.",high,true
CHI-CHI1870-014,CHI1870_014,Chicago City Hall and Cook County Court House enlargement,1869,1870,exact,1871,exact,Great Chicago Fire,destroyed,Court House Square bounded by Clark; Randolph; LaSalle; and Washington streets,,,,government building,city and county offices,,City of Chicago; Cook County,marble original; Lemont stone additions,,destroyed,This is a lifecycle record for two wings and one additional story completed in 1870 plus remodeling of the west half. The joint 1853 building was destroyed in the fire.,high,false
CHI-CHI1870-032,CHI1870_032,Chicago Medical College,1870,1870,exact,,,,demolished,54-56 Twenty-sixth Street at Prairie Avenue,,,,college,medical education,,Chicago Medical College,masonry,,survived,Completed September 1 1870 at a cost of $25000 and became Northwestern University's medical department. Site was south of the mapped fire footprint.,high,false
CHI-CHI1870-019,CHI1870_019,Chicago outer-harbor breakwater 1870 segment,1870,1870,exact,,,,altered,Lake Michigan outer harbor,,,,harbor infrastructure,breakwater,Fox and Howard; Illinois Central Railroad Company,United States Government,cribwork,,outside-fire-area,Fox and Howard began in September and constructed 1450 feet during 1870. A May 1871 contract with Illinois Central continued the work. Offshore location places it beyond the urban burn footprint.,high,false
CHI-CHI1870-009,CHI1870_009,Douglas School,1870,1870,exact,,,,unknown,Corner Forest Avenue and Thirty-second Street,,,,school,public school,,Chicago Board of Education,brick,3,survived,The scanned page heading identifies Douglas School. The structure was 82 by 76 feet with a 60 by 52 foot wing; it remained in use after the fire.,high,false
CHI-CHI1870-006,CHI1870_006,Drake Block,1870,1870,exact,1870,exact,fire,destroyed,Southeast corner Wabash Avenue and Washington Street,,,,commercial block,mixed wholesale and retail,,,masonry with combustible mansard roof,7,not-present,Completed in spring 1870 and destroyed September 4 1870. It therefore did not exist at the October 1871 fire snapshot. Andreas calls it one of the most imposing commercial buildings in the United States at the time.,high,false
CHI-CHI1870-025,CHI1870_025,First Congregational Church,1869,1870,exact,,,,demolished,Corner West Washington and Ann streets,,,,church,Congregational worship,,First Congregational Society,masonry,,survived,Cornerstone July 10 1869; dedicated June 5 1870; 2000-seat audience room and $180000 total cost. The building became city-government and Relief Society headquarters the day after the fire.,high,false
CHI-B1860-058,B1860_058,First Congregational Church of 1870,1869,1870,exact,,unknown,,demolished/replaced,West Washington and Ann Streets,Washington Boulevard and Racine Avenue,,,church,Congregational worship; postfire civic relief headquarters,,First Congregational Church,masonry; large auditorium,,survived,"Cornerstone July 10, 1869; completed/dedicated June 5, 1870. Included as cross-decade start; used as city and Relief Society headquarters after fire.",high,false
CHI-CHI1870-039,CHI1870_039,Hampton and Marion Story Rowhouse,1870,1870,exact,,,,extant,1526-1528 West Monroe Street; unit assignment needs nomination check,1526-1528 W. Monroe St.,,,rowhouse,residence,,Matthew Laflin; George Laflin; Allen Loomis,Italianate masonry,,survived,One of a matched pair first owned by Hampton and Marion Story. Unit-level street number remains unassigned until the National Register nomination is obtained.,low,true
CHI-CHI1870-040,CHI1870_040,Isaac and Flora Camp Rowhouse,1870,1870,exact,,,,extant,1526-1528 West Monroe Street; unit assignment needs nomination check,1526-1528 W. Monroe St.,,,rowhouse,residence,,Matthew Laflin; George Laflin; Allen Loomis,Italianate masonry,,survived,One of a matched pair first owned by Isaac and Flora Camp. Unit-level street number remains unassigned until the National Register nomination is obtained.,low,true
